x,y,v,w
5.7857251033153234e-05,-9.940490172967923e-07,2.1598178380401186e-06,-7.537025375252785e-08
5.78868207699955e-05,-9.941134217443086e-07,2.458761104342113e-06,-6.288333757361827e-08
5.792193954169369e-05,-9.94080642750717e-07,4.59141353699727e-06,-4.785516462427329e-08
5.794564749986573e-05,-9.939974595101067e-07,2.8990597273263877e-06,-7.072716872934015e-08
0.0012125194142554123,-9.984115769061936e-07,0.03350498391593326,2.458199922833557e-05
0.003330792889025029,-8.364893149537656e-08,0.061871534263948175,0.08166666730025136
0.005456816172110928,5.917395711099431e-06,0.06217243303249081,0.11031346278998591
0.007564441693201508,1.91545518882242e-05,0.06167626061516891,0.05952046128289784
0.009674589956167573,3.732928148188499e-05,0.061687160381234736,0.05526022877503009
0.011783881176310164,5.968245595977247e-05,0.06162760472840843,0.08414385291608216
0.01402086661046688,8.941682064659777e-05,0.06541488205955788,0.08074042881013599
0.016258923583409104,0.0001252736172330801,0.06542852580852308,0.06644056762454587
0.018497554223200208,0.0001664061101604123,0.06539747609753574,0.07181013149402549
0.020630049676549713,0.0002107751699447501,0.06215903316509088,0.08020607963095254
0.022762409551454234,0.0002608046556051813,0.06203475311755721,0.07620698883308215
0.024895377465362425,0.00031634954933009704,0.062026155350217604,0.07256582436384305
0.027071074653559218,0.0003785719048181629,0.06407912014172658,0.08333910502899082
0.02924567349333887,0.0004467877928976947,0.06337911815057393,0.08677105392402075
0.03141998159800908,0.0005212948740275328,0.06404234406577106,0.07995638981749909
0.033730149550488274,0.0006067302841184491,0.06731882632275057,0.06894155956746935
0.03603993868709319,0.0006977228828411305,0.06806095331938927,0.06971112229395664
0.03834903217287856,0.0007941487798869714,0.06745384473104915,0.07563132017972962
0.040862875296284976,0.0009053095038739183,0.07402587540433248,0.05343826254333707
0.04337828621700275,0.0010213720885462376,0.07349742486566632,0.044797976934520395
0.04589293816252912,0.0011414087142255145,0.07410938431971822,0.05921413037183682
0.048634318618722826,0.0012776695181578427,0.08019274131335967,0.06392577509761692
0.05137631056562924,0.0014198042015899544,0.0803355714284074,0.05672200858645558
0.05411875248353165,0.0015673621661380253,0.0804410862633214,0.05591075606510084
0.05674821442179856,0.0017135748472307455,0.07731670925309397,0.0387806878822781
0.05937873109498579,0.0018635055279256569,0.07737114488876268,0.032078564706577106
0.06200912929067696,0.0020164603582812027,0.07737916341963137,0.04312022551666854
0.06452510190740525,0.0021658541579321674,0.07416390103968487,0.009807273651981035
0.06704286163944773,0.0023165839805346067,0.07421115557737883,-0.006373200773773276
0.06956000020731741,0.002467076094135961,0.07413986690949737,0.016050735206109182
0.07176298677370897,0.0025995445069262307,0.06530658668640857,0.011180786127860705
0.07396624373127796,0.002732888933363579,0.06495580196449792,-0.004476755986296267
0.07616910394991086,0.002866168334567383,0.06488460054749993,0.002129430136607692
0.07804575227871341,0.0029796525051575015,0.055982887160583375,0.006048787562882635
0.07992158318942323,0.0030935015862569013,0.05525076194500923,-0.0003555547018599974
0.08244158851099788,0.003247459820294503,0.07421003182560038,0.07982523858044481
0.08471812807350433,0.0033910351173300278,0.06727003249495925,0.03009526271176326
0.08699978063268615,0.0035374793194636106,0.06738393204912778,-0.04630919939416056
0.09001665466012976,0.0037284243282257926,0.08817456054553208,0.028898082833159196
0.09302972682097659,0.0039212592414424536,0.08829000043493936,0.06544680835543872
0.09604399734906717,0.004119877736383375,0.08850334269647803,0.013505539102165384
0.09899541809084174,0.004316794317260926,0.08672051920551388,0.02699752948745649
0.10194482404232813,0.004516390475322712,0.08672703272738685,0.06325876713564596
0.10489364118584947,0.00472164467992885,0.08681340336248201,0.04698322055265519
0.10695550414946639,0.004868058611066537,0.061499533676781376,-0.008827348563891828
0.10895335821517839,0.005010211731272397,0.05949822382675815,0.011336830447829219
0.11094935177138472,0.005152891789768334,0.05885875106933552,0.047180783459633724
0.112777844245425,0.005285791767126466,0.05395614145351437,-0.005656650501442218
0.11460927437146688,0.0054190871373712615,0.05466703360807713,-0.030077515885414585
0.11643951624128476,0.005550684201519163,0.05465582583586182,0.0054955213970781566
0.11919511658680441,0.00574898174976945,0.081209472401064,0.01656494683105166
0.12171992161396386,0.005931704360638124,0.07449349041500324,-0.01797826193923488
0.12424563948614832,0.006113374578825173,0.07429673385004855,-0.023667590279841395
0.12754619653456808,0.006348395673243186,0.09668208148414645,0.006098425266628759
0.13061476216378412,0.006566935352232578,0.08993327347749108,-0.009410148335756971
0.13368539910314745,0.006784668615256965,0.09011377775735133,-0.030432663299262978
0.1374955614466883,0.007051554067428384,0.11184720707237987,-0.006786836002626086
0.14107304542936794,0.007300823429589516,0.10479139334656878,-0.011824408904282813
0.14465249241868822,0.007548612725089981,0.10499646038252233,-0.031860561063366204
0.149007523098023,0.007846331795965899,0.12792431073587252,0.0003271666022700026
0.1531288048151853,0.008127490570595123,0.12090788330406006,0.000636092446010472
0.15725163919316107,0.008408510263238125,0.12088613399091175,-0.02524947762514181
0.16162653108443542,0.008703810086740154,0.12831953393329465,-0.005162966739888325
0.1660001221781736,0.008998112934862261,0.12828285368139275,0.011386760090690468
0.17037430349067587,0.00929363841072489,0.1284605783139033,-0.0036557985094840574
0.1743547804044842,0.009562359350762677,0.11730559552305196,-0.0053825841307038715
0.17835302956586072,0.00983169607485332,0.11782695597002177,0.0043026465071800395
0.1823514731384272,0.010101438505953606,0.11785284589616496,0.0023577046294519324
0.18592699321303496,0.01034284875980452,0.10578373419620969,-0.006998783145175235
0.18952098376437743,0.010584821676305606,0.1059580847016172,-0.006713040580174377
0.193114689956786,0.010826007817645252,0.10618064233591278,-0.002002267190785208
0.19707370222390652,0.011091506324643043,0.1166701481866488,0.008051054991235653
0.20104999450556052,0.011359063576445195,0.11701827677264477,0.008233448822441043
0.20502538756118985,0.011627651860760198,0.11718968375006453,0.0021322605064319454
0.20957665714334098,0.011938240354993992,0.133935642258156,0.13632567625895708
0.21413722493191012,0.012268556037297968,0.13447589495139559,0.1747425769074654
0.21869707906820016,0.012624686624947899,0.1346960347332464,0.08990168462465664
0.22357383779260073,0.013022133966345798,0.14331557181528295,0.0916228339822058
0.22844685587841793,0.013435254323581908,0.1432279701482163,0.13896633838426736
0.23331695645348413,0.013870189467084479,0.1431291017180115,0.1263711079129202
0.2381265733139631,0.014318563153222155,0.14167561492390282,0.024883965190074644
0.24327204553835952,0.014804832794154128,0.1512773183475317,0.017021638542567906
0.24869598972351348,0.015322147115604862,0.1596144703305046,0.09271149677681312
0.2544476226136758,0.015887091438230003,0.1695084740852457,0.08744294720169316
0.2601999346248636,0.016468821470758253,0.1695086277144316,0.04713549713751508
0.266096484841598,0.017075245806825512,0.17377279270048857,0.03875811020144255
0.2719921700709375,0.017689870746916175,0.17363523748765602,0.05153328401669948
0.2778867395958907,0.018314493588618003,0.1737543325916194,0.05301404835932525
0.2828505566493901,0.018848631070923865,0.14726383763677436,0.018056025181601234
0.2882888627487019,0.019437294179423217,0.1608033588455703,-0.011179282847425606
0.2937290191033761,0.020024996717013986,0.16082259825943546,0.00459296285004477
0.29901389489703006,0.020596331926632575,0.1564189132726999,0.008034849517288698
0.3042994908207876,0.02116887634202531,0.15644369802704408,-0.0064838383167737145
0.309586157107774,0.02174070825719044,0.15644281716255057,-0.004814107027121059
0.3150711183275962,0.022333440869785243,0.16227859417745685,0.013049722899769004
0.32055518627409096,0.022928097846710814,0.16207063949623893,0.013306097428015478
0.32603884009167855,0.023525118273005755,0.16224280770797192,0.0033339016987307957
0.33187926452385874,0.024165219892779064,0.1725765269518038,0.13191635577272792
0.3377534108053156,0.02483333797282891,0.17387054355117898,0.17384966326559248
0.3436248664762331,0.025534196288300764,0.17340870499387115,0.09273949849913872
0.35016709746275676,0.026338297381883268,0.1938138844916636,0.09502422672577715
0.3567478171264015,0.027169639581111543,0.19506880544484073,0.14763925078355172
0.36332229417985257,0.02803229967257729,0.19452759555797194,0.1358039219676669
0.37022825873786747,0.02896826850026504,0.20458974949233977,0.04149770226767489
0.3771798340888732,0.029923235150105195,0.20588967483273932,0.04122668966586443
0.3841277596920655,0.030888814283824055,0.2057825265044305,0.09640587021012344
0.3904766931928244,0.03179090552313307,0.18833824666741325,0.09015883212906821
0.396867216706312,0.03271867670131032,0.18967822910925092,0.07091881840942679
0.4032561218236359,0.033662687443249927,0.18972869043300838,0.08189775721363145
0.4089334296499133,0.03451699195304073,0.16937010345045225,0.07063228331648999
0.4146518842405194,0.03539170181922147,0.17052026214860969,0.061902354792607674
0.4203688983912178,0.03627889285926851,0.1704400086636814,0.07268557992871222
0.42618376133746044,0.03719469693167985,0.1733080561199126,0.03887435487029847
0.4320000148114794,0.038119098293729,0.17323199520314936,0.02204141687970474
0.4378152806480208,0.03904863062917734,0.1732730056026874,0.04462981705099414
0.44462554384041736,0.040148262325545574,0.20224250098322125,0.07995073388616146
0.451626496630686,0.04129579034040814,0.2087628024078036,0.034574886487845
0.45862860054933585,0.0424526334059916,0.20799001685812762,0.004376975399735845
0.46630262087724583,0.04372903310888581,0.22851129864355013,0.19690749342559535
0.47425307290848445,0.045101453655428086,0.2368461760069034,0.2511401576772533
0.48219502513633217,0.046538047146742534,0.23754421646679652,0.13258947051314757
0.49029250946258424,0.04804486831697922,0.24177683568280095,0.150005549748569
0.4983782797864611,0.049593453861305516,0.24169265040230106,0.22016903964096882
0.5064803192758048,0.05120048618927122,0.2426504828070863,0.07626108490060489
0.5150374816997667,0.05292455878796473,0.2562848081967831,0.023633233364871522
0.523589732941291,0.05465960230204626,0.2561684165356414,0.1289433719592935
0.5328904752574801,0.05658498563257054,0.27897407459119855,0.1313177607332751
0.5421852451636936,0.058550818800980536,0.27904223839540626,0.0735006325042216
0.5514764837077875,0.06054269372399968,0.2790503754603307,0.08843930797879035
0.5613048351194643,0.06268687189208112,0.2954142278017407,0.2380831705631601
0.5711095048413134,0.06490426539469868,0.29533268074377994,0.25935229874301
0.5808984408524518,0.06720542967206684,0.29542327516668293,0.1731942634740223
0.5909676185034948,0.06963925886334385,0.30424793227177577,0.19196947490904606
0.601018046150054,0.07213895063517331,0.3041935730295844,0.23913295221507921
0.6110479530747004,0.07471765904360028,0.3042069456019556,0.21723858554594952
0.6210538946982384,0.07736607826227092,0.30401759696403313,0.1341956583259079
0.6313386429580918,0.08014248598701387,0.3128314795112933,0.146227770225908
0.6416068833261104,0.08297048963331896,0.3127881344389255,0.19530923394026997
0.6520751587635657,0.0859276625959864,0.3195031195418914,0.21333178621750412
0.6625221852097666,0.08895964664150595,0.3194818771072635,0.2010916481434428
0.672949120958462,0.09206358765599415,0.31947364666570044,0.19410889006611493
0.683477951160787,0.09527774475350259,0.3237518188332531,0.27352957899922004
0.6939728540007583,0.09858598831498391,0.32308597016920176,0.2954067560308604
0.7044357844889019,0.10199756850452495,0.3237497662124473,0.2457986387348291
0.71492870122092,0.1055152459846255,0.32474711338033624,0.19265840447299926
0.7253985475533148,0.1091043830457275,0.3255597691721345,0.20493152935381348
0.7358407241588703,0.11276569829020544,0.3247396764840642,0.23161920531081687
0.7463320636238759,0.11653155274230069,0.32714823334019505,0.13354895492853172
0.7568098918673996,0.1203489830461801,0.32731963644585954,0.09814713680394209
0.7672725388752681,0.12420397986770651,0.32710787537423724,0.16197491604907485
0.7773525412037416,0.12798431013003764,0.3160050788157577,0.26278582576232185
0.7881428402152242,0.13213529644154456,0.3394090630638668,0.23818346718307762
0.79890303310373,0.1363742140630424,0.33939263755229504,0.17616042882748903
0.8100625831579054,0.14085164470900818,0.3529563185281908,0.2035061115396543
0.8211882291012383,0.14540470251036522,0.3528422813839691,0.22888528927410878
0.8325678220163942,0.15015951026088595,0.3621507319236349,0.1402669764798906
0.8439269437161676,0.15497236389428065,0.3620773952560796,0.11123735304901307
0.8552654411861816,0.15983040631422532,0.3618527470157502,0.16733257821793218
0.8672016343292481,0.16502405599759176,0.38219250477575734,0.19094724097520124
0.8791033834914763,0.17029247233676015,0.3821325923588426,0.16146608311925237
0.8909772584170246,0.1756277692834706,0.38202659962891794,0.15378587847171352
0.9034154380928292,0.18130021224938928,0.40135623021849387,0.23151838174734005
0.9158044800535838,0.18706485569619447,0.4012036589693589,0.2437084454578275
0.9281482832244498,0.19293069195589868,0.40122402304328125,0.19490072101369585
0.940347654317649,0.1988290485909009,0.39773868780781285,0.18876811609101427
0.9525081658576517,0.20480645419133714,0.39784241950163485,0.21110125700881208
0.9646254128690804,0.21086966699616458,0.3978920893558069,0.20888336380210212
0.9764767561004916,0.21690256848744752,0.39119778848860587,0.16492503336535166
0.988187508038329,0.2229481011812991,0.38750834328669514,0.1444089036754452
0.9998670016835104,0.22905184534330622,0.3875812160876815,0.16605947156117404
1.0115647374284413,0.23524917725804587,0.389358217502398,0.17592415106800446
1.0232253003144256,0.24151535716251116,0.38935399818115135,0.1635309568262254
1.0348507030497547,0.24784653692018618,0.38916429509696493,0.16133061998654627
1.04691265372555,0.25450503749510256,0.4052786346107027,0.20727479098366228
1.0588749877248536,0.26121628775338385,0.4029533027198558,0.20636008326234484
1.0707917673152003,0.2680107361807451,0.4035524068958615,0.17481762989113636
1.0837186138127357,0.2754870141984245,0.43858453478151,0.19366334943155528
1.0968652967105237,0.28320881898077555,0.44780925917536696,0.24751306810862114
1.1099464469708615,0.29103741501372155,0.4477381847497421,0.24013319538576322
1.1239519768905186,0.29957444846965986,0.4819460178157142,0.2125235696023321
1.1385339539832529,0.30861735437981513,0.5041152615780763,0.2935852257661314
1.1530224850932442,0.31780065096620785,0.5040339538095064,0.32597484641550417
1.1676343220075989,0.3272890372601788,0.5119601661287562,0.3099694088551137
1.182144509586862,0.336932138904226,0.5119253670491724,0.3176583765139828
1.1965493807521117,0.3467312437355081,0.5119023819480473,0.32551338057719653
1.2101878885936923,0.3562302153405304,0.48814280740107796,0.31277560379680786
1.2237247366353354,0.3658741729141899,0.4883267777186715,0.31029409943253633
1.23715878511932,0.3756608806389522,0.4884606466679979,0.31906073294762777
1.2502969477928363,0.3854456729937435,0.4818209835914493,0.26232375283668746
1.2633477266722595,0.3953501398007969,0.4818844323974295,0.24252668946886596
1.2763142257739506,0.4053636592062163,0.4817925212726505,0.2798252478402289
1.2899210772579734,0.41607810186547545,0.5088760781638553,0.2872197480728854
1.303424102033754,0.42692369828671956,0.5090532207526066,0.2706233058180627
1.316826922910044,0.4378944492637238,0.5091716439919821,0.2709202685220304
1.3309698925242708,0.4496938480964147,0.5410328404706474,0.3026786232770063
1.3450596642317365,0.46169922207684266,0.543675229326015,0.3497911539956325
1.3590073388415038,0.47386806708442913,0.5439404069867364,0.34274220843992026
1.373098273874819,0.48645492952839336,0.5557912910670657,0.21436458260834268
1.387179488992768,0.49921814968461903,0.5585805225300906,0.2344204202133001
1.4015908168333826,0.5124971955050017,0.5756691995974008,0.32505954276350024
1.4159240853522452,0.5259938389208805,0.5785694987232424,0.33358393956122095
1.4301064267377042,0.5396513594329201,0.5788513207280594,0.30174652162231225
1.4445671276384804,0.5538660673225176,0.5960066052714177,0.2822553476187088
1.458952754140744,0.5682885298944359,0.5986904952158354,0.33289572067487827
1.4731736604669077,0.5828688555377023,0.5990529298018298,0.3519759303567385
1.4872672370025182,0.5976663941511363,0.6008335010291423,0.3376961961694103
1.5011891543391398,0.6126252201379536,0.6010225835414638,0.3409434605413179
1.5149358420404726,0.6277436383732572,0.6009803598992512,0.34812784106819966
1.5285412715828697,0.643062515848161,0.6026217832812473,0.3192746112201553
1.5419795631109585,0.6585297399308623,0.6029119597299195,0.3099337964556278
1.5552516374114012,0.6741382075402278,0.6028464153356334,0.3280040312009244
1.5684553398980092,0.6900122817899295,0.607683680958436,0.31616217430051585
